id	score	topic	answer	problem_preview
1065	0.333333	other	63504	在一个无限大的正方形格子棋盘上，一个棋子从左下角出发，每次只能向右或向上移动一步，直到到达右上角。求棋子恰好经过格子 (5, 5) 的不同路径数。
1066	0.777778	other	360	In a magical forest, there are two types of trees: Sun Trees and Moon Trees. Each Sun Tree has a number of golden apples, and each Moon Tree has a number of silver apples. The total number of trees in the forest is 120. If the ratio of Sun...
1067	0.666667	number_theory	20	Consider the sequence \(a_n\) defined by the recurrence relation \(a_1 = 1\), \(a_2 = 2\), and for \(n \geq 3\), \(a_n = a_{n-1} + a_{n-2}\). Let \(S\) be the sum of the first 2023 terms of the sequence, \(S = a_1 + a_2 + \cdots + a_{2023}...
1068	0.555556	number_theory	65	Find the smallest positive integer \( n \) such that \( n! \) (the factorial of \( n \)) ends with exactly 15 zeros.
1069	0.444444	geometry	3	Find all positive integers \( n \) such that \( n^3 + 2n^2 + n + 1 \) is a perfect square.
1070	0.555556	geometry	0^\circ	A circle with radius 1 is inscribed in an equilateral triangle. The triangle is then rotated about its center by an angle θ. Find the smallest value of θ (in degrees) such that the area of the region inside the triangle but outside the cir...
1071	0.555556	geometry	\frac{1}{3} \pi (128 - 41\sqrt{7})	A spherical soap bubble with a radius of 4 cm is submerged in a tank of water. A plane cuts through the center of the sphere, creating two identical spherical caps. Calculate the volume of each spherical cap if the plane also has a radius ...
1072	0.777778	geometry	36	In a triangle \(ABC\), the sides are in the ratio \(AB:BC:CA = 3:4:5\). Point \(D\) is on side \(BC\) such that \(BD:DC = 1:2\). If the area of triangle \(ABD\) is 12 square units, find the area of triangle \(ABC\).
1073	0.333333	geometry	8	What is the smallest positive integer \( n \) such that the sum of the squares of the first \( n \) positive integers, when divided by 20, leaves a remainder of 4?
1074	0.666667	geometry	4	Consider a sequence of positive integers \(a_1, a_2, a_3, \ldots, a_n\) such that each term in the sequence is defined as the sum of the squares of the digits of the previous term. Starting with \(a_1 = 23\), find the smallest \(n\) for wh...
1075	0.444444	number_theory	(2, 4)	Find all pairs of positive integers \((a, b)\) such that the equation \(a^b = b^a\) holds, where \(a \neq b\).
1076	0.666667	number_theory	8	Let \( f(n) \) be the number of ways to write the positive integer \( n \) as a sum of positive integers, where the order of the summands matters. For example, \( f(3) = 4 \) because 3 can be written as 3, 2+1, 1+2, or 1+1+1. Find the smal...
1077	0.444444	number_theory	3	Let \( S \) be a set of positive integers such that for any \( x, y \in S \), \( x \neq y \), the number \( xy + x + y \) is also in \( S \). If 12 is in \( S \), determine the smallest possible number of elements in \( S \).
1078	0.555556	geometry	50\sqrt{3}	In a regular hexagon, each side is of length 10 units. Points \(A\) and \(B\) are adjacent vertices. A circle is drawn with center \(A\) and passing through \(B\). Another circle is drawn with center \(B\) and passing through \(A\). These ...
1079	0.555556	number_theory	1	Let \( P(x) \) be a polynomial with integer coefficients such that \( P(0) = 1 \), \( P(1) = 2 \), and \( P(2) = 3 \). If \( P(x) \) is monic (the leading coefficient is 1), find the smallest possible degree of \( P(x) \).
1080	0.666667	number_theory	6	Let \( n \) be a positive integer such that the number \( 2017 + n \) is divisible by 17. Find the smallest possible value of \( n \).
1081	0.666667	number_theory	28	What is the sum of all prime numbers between 1 and 100 that are also palindromes?
1082	0.666667	combinatorics	1	In a certain town, there are 100 houses numbered from 1 to 100. Every house is painted either red or blue. It is known that no two adjacent houses (i.e., houses with consecutive numbers) are painted the same color. Furthermore, the 10th ho...
1083	0.777778	algebra	-5	Let $f(x) = x^3 + ax^2 + bx + c$ be a cubic polynomial with real coefficients. Suppose that $f(0) = 1$, $f(1) = 3$, and $f(2) = 7$. Determine the value of $f(-1)$.
1084	0.666667	geometry	16	Consider a right triangle with legs of lengths \(a\) and \(b\), and hypotenuse \(c\). If the area of the triangle is \(60\) square units, and the ratio of \(a\) to \(b\) is \(3:4\), find the length of the hypotenuse \(c\). Round your answe...
1085	0.444444	algebra	156	A function \(f(x)\) is defined for all real numbers \(x\) and satisfies the following conditions: 1. \(f(0) = 1\) 2. \(f(x + 1) = f(x) + 3x + 2\) What is \(f(10)\)?
1086	0.666667	number_theory	8	What is the smallest positive integer \( n \) such that \( n^3 - 3n^2 + 3n - 1 \) is divisible by 7?
1087	0.333333	number_theory	2, 3, 4, 7	Find all positive integers \( n \) such that \( n^2 + 3n + 2 \) is divisible by \( n - 1 \).
1088	0.750000	geometry	2	Let \( A, B, C \) be three distinct points in the plane such that \( AB = 1 \), \( BC = 2 \), and \( CA = 3 \). Let \( D \) be the midpoint of \( BC \). Find the length of the line segment \( AD \).
1089	0.666667	geometry	\frac{35}{4}	In a triangle \(ABC\), the angle bisector of \(\angle BAC\) intersects \(BC\) at point \(D\). If \(BD = 4\), \(DC = 5\), and \(AB = 7\), find the length of \(AC\). Express your answer as a common fraction in simplest form.
1090	0.375000	geometry	x^2 + y^2 - \frac{32}{3}x + 2y + \frac{55}{3} = 0	In the coordinate plane, a point \( P \) moves such that its distance to the point \( (0, 3) \) is always twice the distance to the point \( (4, 0) \). What is the equation of the path traced by point \( P \)?
1091	0.666667	number_theory	1	A sequence of numbers is defined recursively as follows: \( a_1 = 1 \), and for \( n \geq 2 \), \( a_n = 2a_{n-1} + n \). What is the remainder when \( a_{10} \) is divided by 5?
1092	0.777778	number_theory	1	Consider a sequence of numbers defined as follows: $a_1 = 1$, and for $n \geq 1$, $a_{n+1} = a_n^2 - a_n + 1$. If $a_{100}$ is written in decimal form, how many digits does it contain?
1093	0.444444	geometry	\frac{\sqrt{3}r^2}{4}	There is a regular hexagon inscribed in a circle of radius $r$. The hexagon is divided into 6 equilateral triangles. Point $P$ is chosen inside the hexagon such that it is the centroid of all the triangles. What is the area of triangle for...
1094	0.333333	number_theory	1	Consider the sequence of positive integers \( a_1, a_2, a_3, \ldots \) defined recursively by \( a_1 = 1 \) and \( a_{n+1} = a_n^2 + 1 \) for \( n \geq 1 \). Let \( b_n \) be the number of distinct prime factors of \( a_n \). Determine \( ...
1095	0.333333	algebra	9	在平面直角坐标系中，设点P(x,y)满足以下条件： 1. x 和 y 都是整数； 2. x 和 y 的最大公约数为1（即互质）； 3. x 和 y 的平方和小于等于100。 现在，你已经知道点P(x,y)满足上述条件，但不知道具体是哪一点。如果你可以告诉我点P(x,y)在一个特定的矩形区域内，那么我们可以确定这个点。请问，为了能够唯一确定点P(x,y)，这个矩形的最小面积应该是多少？
1096	0.777778	number_theory	29	Consider a sequence of positive integers where each term is the smallest integer greater than the previous term that is relatively prime to all preceding terms. If the first term of the sequence is 2, what is the 10th term of the sequence?
1097	0.555556	number_theory	674	Let \( S \) be the set of all integers \( n \) such that \( 1 \leq n \leq 2023 \) and \( n \) can be expressed as the sum of two or more consecutive positive integers. How many elements of \( S \) are divisible by 3?
1098	0.777778	algebra	2	Let \( a, b, c, \) and \( d \) be positive real numbers such that \( abcd = 1 \). Prove that: \[ \frac{1}{a(1+b)} + \frac{1}{b(1+c)} + \frac{1}{c(1+d)} + \frac{1}{d(1+a)} \geq 2 \]
1099	0.777778	combinatorics	48	In a peculiar town, every house is painted in one of three colors: red, blue, or green. A local rule states that no two adjacent houses can be of the same color. If there are five houses in a row, how many different ways can they be painte...
1100	0.666667	geometry	\frac{75\sqrt{3}}{4}	What is the area of the largest equilateral triangle that can be inscribed in a circle with a radius of 5 units? Provide your answer in simplest radical form.
1101	0.625000	geometry	5	In a small town, there are exactly four roads leading out of the main square, named Road A, Road B, Road C, and Road D. Each road can either be open or closed every day. For each day, the town council decides the status of each road indepe...
1102	0.333333	number_theory	996	In a magical forest, there are 1000 trees, each bearing a unique type of fruit. A wizard casts a spell that causes each tree to bear either 1, 2, or 3 fruits, with equal probability, independently of other trees. After the spell, a fairy w...
1103	0.444444	geometry	176400	What is the smallest positive integer that is a multiple of both 24 and 35, and whose square root is also an integer?
1104	0.666667	number_theory	2024	In a magical kingdom, there are three types of magical creatures: dragons, unicorns, and phoenixes. Each creature has a unique magical power represented by a positive integer. The sum of the powers of a dragon, a unicorn, and a phoenix is ...
1105	0.444444	algebra	0	Find the sum of all distinct real numbers \( x \) that satisfy the equation \[ \sin\left(\frac{\pi x}{4}\right) \sin\left(\frac{\pi x}{6}\right) \sin\left(\frac{\pi x}{8}\right) = \sin\left(\frac{\pi x}{5}\right) \sin\left(\frac{\pi x}{10}...
1106	0.444444	geometry	72	A regular pentagon ABCDE is inscribed in a circle. Point P is chosen inside the pentagon such that triangles APB, BPC, CPD, DPE, and EPA are all isosceles. If AP = BP, BP = CP, CP = DP, DP = EP, and EP = AP, find the measure of angle BPC.
1107	0.666667	geometry	\frac{15}{2}	A circle is inscribed in an isosceles triangle \(ABC\) where \(AB = AC = 25\) units and \(BC = 30\) units. The circle touches \(BC\) at point \(D\), \(AC\) at point \(E\), and \(AB\) at point \(F\). If \(AD = BD\), find the radius of the c...
1108	0.777778	geometry	\frac{25}{49}	Two circles with radii 5 and 7 are externally tangent to each other. A square is inscribed in the larger circle, and a smaller square is inscribed in the smaller circle such that each square is centered at the point of tangency of the two ...
1109	0.625000	number_theory	2	Find the smallest positive integer $n$ such that $\frac{n^2}{n+2}$ is an integer.
1110	0.333333	geometry	10	In the diagram below, squares $ABCD$ and $EFGH$ are drawn such that point $H$ lies on $BC$ and point $E$ lies on $CD$. If $AD = 10$ units and the area of square $ABCD$ is 100 square units, what is the length of segment $EF$? [asy] draw((0,...
1111	0.777778	geometry	\pi r^2	A sphere with radius \( r \) is inscribed in a right circular cylinder such that the diameter of the sphere equals the height and the diameter of the base of the cylinder. A plane cuts through the cylinder parallel to its base and at a hei...
1112	0.444444	geometry	18	In the coordinate plane, a square $ABCD$ has vertices $A(0,0)$, $B(0,6)$, $C(6,6)$, and $D(6,0)$. A point $P$ is chosen inside the square such that the distances from $P$ to the sides of the square are $p$, $q$, $r$, and $s$ where $p + q =...
1113	0.666667	geometry	\frac{\pi \sqrt{3}}{9}	A circle is inscribed in an equilateral triangle with side length \( s \). If a point is randomly selected from inside the triangle, what is the probability that it lies within the circle?
1114	0.428571	other	24	There are 7 students at my school, labeled A through G, and each student has a specific number of "friendship connections" with other students. Student A has 3 connections, student B has 4 connections, student C has 1 connection, student D...
1115	0.444444	other	5	考虑一个等边三角形 \(ABC\)，边长为 15。在边 \(AB\) 上选取点 \(D\)，使得 \(AD = 5\)。在边 \(AC\) 上选取点 \(E\)，使得 \(AE = 10\)。线段 \(DE\) 与边 \(BC\) 相交于点 \(F\)。求线段 \(BF\) 的长度。
1116	0.666667	number_theory	0	Let $f(x)$ be a polynomial with integer coefficients. Suppose that there exists an integer $a$ such that $f(a) = 0$, and for every integer $b \neq a$, we have $f(b) \geq 1$. What is the smallest possible value of $a$ such that there exists...
1117	0.555556	geometry	0	Let \( S \) be the set of all positive integers \( n \) such that \( n^2 \) is a perfect square and \( n^2 + 1 \) is divisible by 19. How many elements of \( S \) are less than 1000?
1118	0.375000	geometry	90	In a circular park, three friends, Alice, Bob, and Carol, decide to play a game using a unique scoring system. Each friend places a flag on the circumference of the park, which they then move around the circle at a constant speed. The circ...
1119	0.500000	number_theory	2	In a sequence of numbers, the \( n \)-th term is defined as \( a_n = \log_2(n) \). Find the smallest positive integer \( k \) such that the sum of the first \( k \) terms of the sequence, \( S_k = a_1 + a_2 + \cdots + a_k \), is an integer.
